field_index,field_id,area_m2,normalized_label,year,geometry,label,label_index,label_value,predictions,confidence,n_pixels
32470,f59ee4ec-d333-4437-849b-665aa028b299,15806.82826905491,barley_winter,2022,"POLYGON ((1.45685 50.049564, 1.456789 50.04947, 1.456639 50.049338, 1.456593 50.0493, 1.456535 50.049267, 1.456456 50.049204, 1.456388 50.04917, 1.45632 50.049132, 1.456203 50.049073, 1.456064 50.04895, 1.456029 50.048871, 1.456046 50.048828, 1.456663 50.049108, 1.456848 50.049191, 1.457019 50.049274, 1.457213 50.049369, 1.457319 50.049429, 1.457287 50.049447, 1.457345 50.049556, 1.457369 50.049669, 1.457472 50.050166, 1.457485 50.050226, 1.457485 50.050227, 1.457486 50.050227, 1.457486 50.050226, 1.457494 50.05016, 1.457504 50.049658, 1.457947 50.049562, 1.457688 50.04995, 1.457599 50.0501, 1.457572 50.05019, 1.457416 50.05048, 1.457289 50.050633, 1.456943 50.050965, 1.456629 50.051294, 1.456556 50.051389, 1.456509 50.05148, 1.456482 50.051557, 1.456474 50.051619, 1.456456 50.051753, 1.456481 50.051888, 1.456482 50.051888, 1.456526 50.051951, 1.45649 50.052072, 1.456471 50.052041, 1.456414 50.051964, 1.456365 50.051815, 1.456362 50.051732, 1.456362 50.051731, 1.456349 50.051621, 1.456365 50.051517, 1.456534 50.051064, 1.457 50.050319, 1.457066 50.049769, 1.457065 50.049768, 1.457064 50.049768, 1.457064 50.049769, 1.457054 50.049798, 1.457029 50.049873, 1.456958 50.050082, 1.456867 50.050311, 1.456148 50.051333, 1.455946 50.051295, 1.455899 50.051277, 1.455861 50.051256, 1.455853 50.051234, 1.455857 50.051209, 1.455872 50.051155, 1.455894 50.051093, 1.455938 50.050981, 1.455984 50.050871, 1.456101 50.05044, 1.45616 50.050337, 1.456224 50.050236, 1.456311 50.050158, 1.456408 50.050113, 1.456511 50.050065, 1.456691 50.049962, 1.456784 50.049893, 1.456864 50.049805, 1.456878 50.049733, 1.456877 50.04973, 1.456871 50.04964, 1.456854 50.04958, 1.45685 50.049564))",Winter Barley,5,,,,
32477,a172e31d-b46a-45c9-bd1a-f68696d8c3be,27155.10346969932,barley_winter,2022,"POLYGON ((1.453633 50.066475, 1.453338 50.066383, 1.453117 50.066274, 1.452775 50.066108, 1.452327 50.065961, 1.452304 50.065951, 1.453378 50.064536, 1.455202 50.065338, 1.455196 50.065358, 1.454308 50.066651, 1.453633 50.066475))",Winter Barley,5,,,,
32481,770fd500-7327-4104-a6dd-7f7338c134e5,59774.467766272544,barley_winter,2022,"POLYGON ((1.412565 50.062653, 1.412034 50.061732, 1.411778 50.061323, 1.412728 50.061375, 1.413311 50.061351, 1.413589 50.061326, 1.413977 50.061255, 1.414915 50.061016, 1.416356 50.060604, 1.417504 50.060351, 1.417926 50.060258, 1.418645 50.060252, 1.418953 50.06034, 1.419236 50.060351, 1.419755 50.060441, 1.419988 50.060639, 1.419789 50.060638, 1.419136 50.06067, 1.418718 50.060777, 1.418492 50.060917, 1.418355 50.061088, 1.416797 50.061559, 1.415418 50.062039, 1.4137 50.062707, 1.412822 50.06303, 1.412648 50.063098, 1.412535 50.063069, 1.412449 50.062992, 1.412486 50.062931, 1.412629 50.062819, 1.412881 50.062693, 1.413577 50.062404, 1.413819 50.062278, 1.41393 50.062198, 1.413882 50.062208, 1.413676 50.062287, 1.41327 50.062462, 1.412853 50.0626, 1.412602 50.062661, 1.412565 50.062653), (1.418742 50.060323, 1.41808 50.060489, 1.417341 50.060704, 1.416739 50.06087, 1.416017 50.061125, 1.415749 50.061196, 1.415575 50.061244, 1.415223 50.061297, 1.415099 50.061343, 1.415706 50.061274, 1.416117 50.061164, 1.41737 50.060761, 1.41799 50.060581, 1.418865 50.060375, 1.418876 50.060368, 1.418742 50.060323), (1.415118 50.061765, 1.415269 50.061751, 1.415541 50.061724, 1.415754 50.061678, 1.416042 50.061602, 1.416917 50.061379, 1.418145 50.061027, 1.418369 50.060917, 1.418315 50.060903, 1.417244 50.061212, 1.416575 50.061385, 1.415692 50.061612, 1.415024 50.061758, 1.415118 50.061765))",Winter Barley,5,,,,
35012,b93215fe-50ba-407e-9913-af5d954f1886,3096.731385224538,barley_winter,2022,"POLYGON ((2.62046 50.051399, 2.620518 50.05137, 2.624952 50.055889, 2.624974 50.055929, 2.624919 50.055939, 2.624182 50.055187, 2.623973 50.055155, 2.623978 50.05498, 2.623862 50.054859, 2.6205 50.051436, 2.620497 50.051437, 2.62046 50.051399))",Winter Barley,5,,,,
37989,53ab9729-3f10-41c3-9491-f781d186a647,2032.0518246341776,barley_winter,2022,"POLYGON ((2.380988 50.346914, 2.380305 50.346971, 2.379759 50.346994, 2.37943 50.346975, 2.37906 50.347003, 2.378622 50.347055, 2.378784 50.34689, 2.380987 50.346841, 2.380988 50.346914))",Winter Barley,5,,,,
38579,2c3f65f2-bf2d-469f-9438-56f3906dcc1f,44576.48835402954,corn_grain,2022,"POLYGON ((1.708135 49.234528, 1.70742 49.234641, 1.706583 49.23477, 1.706583 49.234771, 1.706586 49.234775, 1.706593 49.23479, 1.706595 49.234795, 1.706696 49.23505, 1.706791 49.23531, 1.706822 49.235411, 1.706929 49.235642, 1.706999 49.235792, 1.707025 49.235847, 1.706095 49.235867, 1.705349 49.235877, 1.705367 49.235292, 1.70528 49.235199, 1.705206 49.235123, 1.705151 49.234756, 1.705087 49.234281, 1.705049 49.234056, 1.705022 49.233831, 1.704933 49.233314, 1.704868 49.232886, 1.70487 49.232886, 1.705901 49.232664, 1.706472 49.23255, 1.707036 49.232428, 1.707038 49.232427, 1.706939 49.232628, 1.706841 49.232884, 1.706783 49.233031, 1.706703 49.233222, 1.70662 49.23345, 1.706452 49.233826, 1.706395 49.233991, 1.706367 49.234145, 1.706369 49.234177, 1.706375 49.234274, 1.706376 49.234274, 1.706444 49.234428, 1.706474 49.234491, 1.706488 49.234523, 1.706491 49.234523, 1.70927 49.234233, 1.70931 49.234347, 1.70931 49.234348, 1.708826 49.234423, 1.708135 49.234528))",Grain Corn,20,,,,
38580,a879bb17-5413-46e9-974c-05fe5053c022,43196.43194989209,corn_grain,2022,"POLYGON ((1.710912 49.238388, 1.710568 49.242457, 1.709253 49.242549, 1.709254 49.24255, 1.709253 49.24255, 1.709226 49.242551, 1.709561 49.238622, 1.709651 49.238594, 1.709932 49.238551, 1.710695 49.23842, 1.710925 49.238383, 1.710925 49.238386, 1.710912 49.238388))",Grain Corn,20,,,,
38581,e613aa12-4cb7-4efd-8c92-9441451b903e,11108.355541240624,corn_grain,2022,"POLYGON ((1.708441 49.236161, 1.708477 49.236166, 1.708573 49.236724, 1.70858 49.236765, 1.708587 49.236811, 1.708583 49.236825, 1.708577 49.236837, 1.706568 49.236932, 1.706552 49.236752, 1.706513 49.236239, 1.708441 49.236161))",Grain Corn,20,,,,
38673,2375cccf-3254-4ea6-92ad-9df3ae89b117,66691.33506025736,corn_grain,2022,"POLYGON ((1.702039 49.238938, 1.702012 49.238831, 1.701979 49.238764, 1.701961 49.238695, 1.701935 49.238629, 1.701934 49.238575, 1.701947 49.238514, 1.701994 49.238401, 1.702098 49.238173, 1.702097 49.238047, 1.702027 49.237874, 1.701942 49.237784, 1.701815 49.237711, 1.701583 49.237526, 1.701381 49.237409, 1.701162 49.237367, 1.700657 49.23738, 1.700447 49.236968, 1.700378 49.236845, 1.700309 49.23672, 1.700237 49.236592, 1.700171 49.236462, 1.700109 49.236393, 1.699844 49.236201, 1.699835 49.236164, 1.699862 49.236128, 1.700517 49.236269, 1.701681 49.236526, 1.703308 49.236853, 1.704938 49.237197, 1.70504 49.237233, 1.705069 49.237275, 1.705076 49.237365, 1.705073 49.237484, 1.705063 49.237734, 1.705048 49.237979, 1.705036 49.238242, 1.705022 49.238513, 1.705005 49.238812, 1.704998 49.238818, 1.704914 49.238848, 1.70488 49.238908, 1.704868 49.238972, 1.702427 49.23909, 1.702062 49.23911, 1.701905 49.239123, 1.702039 49.238938))",Grain Corn,20,,,,
38714,390750f5-774e-44fa-b947-36c7a71fdf71,67985.49302673075,corn_grain,2022,"POLYGON ((1.703552 49.24157, 1.702069 49.241223, 1.702434 49.240851, 1.702518 49.240656, 1.702548 49.240388, 1.702564 49.240242, 1.702453 49.240046, 1.702227 49.239924, 1.701444 49.239738, 1.701383 49.239545, 1.701484 49.239369, 1.701641 49.239262, 1.704968 49.23909, 1.705374 49.239383, 1.705611 49.239556, 1.705794 49.239794, 1.706021 49.240162, 1.706485 49.240832, 1.706103 49.240964, 1.705371 49.241215, 1.70512 49.2413, 1.705064 49.241012, 1.704746 49.241028, 1.704762 49.241432, 1.704457 49.241551, 1.704083 49.241706, 1.703552 49.24157))",Grain Corn,20,,,,
38754,d5afdd0c-75b9-4f28-9169-2b8b326ca72b,91138.31693577518,corn_grain,2022,"POLYGON ((1.786887 49.271184, 1.787184 49.270989, 1.787337 49.270908, 1.787957 49.270646, 1.78813 49.270568, 1.7885 49.27039, 1.788822 49.270216, 1.789386 49.269892, 1.789727 49.269692, 1.790023 49.269472, 1.790209 49.26936, 1.790411 49.269259, 1.791066 49.268988, 1.791174 49.268967, 1.79159 49.268886, 1.792048 49.26875, 1.793658 49.268135, 1.79434 49.267894, 1.79531 49.267451, 1.795709 49.267319, 1.795978 49.267173, 1.796412 49.266955, 1.796578 49.266912, 1.796772 49.266873, 1.797414 49.266611, 1.797753 49.266502, 1.79805 49.266391, 1.798312 49.266784, 1.798241 49.266815, 1.798065 49.266873, 1.797983 49.266905, 1.797972 49.266909, 1.797415 49.267109, 1.79684 49.2673, 1.795813 49.267682, 1.794494 49.268463, 1.793833 49.268852, 1.793165 49.269237, 1.790688 49.270643, 1.78821 49.272047, 1.787977 49.27218, 1.787728 49.27231, 1.787594 49.272385, 1.787565 49.272383, 1.787466 49.272458, 1.787407 49.272492, 1.787328 49.272509, 1.787246 49.272194, 1.787193 49.272008, 1.787171 49.271908, 1.787142 49.271817, 1.787058 49.27164, 1.78689 49.271327, 1.786838 49.271247, 1.786914 49.271215, 1.786887 49.271184))",Grain Corn,20,,,,
38920,e0eddac8-f833-4e13-8ef7-53d71222eaaa,43331.31057240108,corn_grain,2022,"POLYGON ((1.69176 49.579436, 1.691702 49.579494, 1.690783 49.580279, 1.690565 49.580443, 1.687757 49.578883, 1.688159 49.578631, 1.687852 49.578261, 1.687924 49.578226, 1.688286 49.578073, 1.689027 49.577771, 1.689387 49.577946, 1.689974 49.578237, 1.690615 49.578585, 1.690621 49.57859, 1.690938 49.578831, 1.691121 49.578974, 1.691394 49.579174, 1.69176 49.579436))",Grain Corn,20,,,,
40716,f045cd89-40b6-4414-b43d-990d5e80138b,4261.485596756662,corn_grain,2022,"POLYGON ((2.088933 49.704399, 2.09386 49.704419, 2.093832 49.704544, 2.088931 49.704491, 2.088933 49.704399))",Grain Corn,20,,,,
40749,f427e80b-598f-48f0-bea9-8074b431a884,2007.7871979589545,corn_grain,2022,"POLYGON ((1.869008 49.350226, 1.864793 49.350124, 1.864798 49.350063, 1.86896 49.350168, 1.868978 49.350168, 1.869008 49.350226))",Grain Corn,20,,,,
40855,30c09120-05e4-4b0e-82e5-dd8c77eacdfa,3027.7066861471735,corn_grain,2022,"POLYGON ((2.077791 49.703649, 2.081032 49.703593, 2.081037 49.703712, 2.077818 49.703763, 2.077791 49.703649))",Grain Corn,20,,,,
41904,ce2ab6bb-1c7e-4558-9666-b63bd7aa3389,7103.081606748439,corn_grain,2022,"POLYGON ((2.086964 49.701784, 2.094423 49.701804, 2.094421 49.701923, 2.08698 49.701903, 2.086964 49.701784))",Grain Corn,20,,,,
43936,620472db-7e2e-4c12-8bf8-628ff6c55257,2175.48204676494,canola_winter,2022,"POLYGON ((2.717369 50.40585, 2.713253 50.40793, 2.713207 50.407891, 2.717256 50.405836, 2.717369 50.40585))",Canola,19,,,,
46301,92dd8a67-fea1-4d8e-a6c7-902e5a8c1544,18673.473411738494,barley_spring,2022,"POLYGON ((1.708302 49.706344, 1.710024 49.705771, 1.71003 49.705777, 1.710253 49.705971, 1.710546 49.706167, 1.710689 49.706275, 1.710891 49.706515, 1.710982 49.706685, 1.709672 49.707134, 1.709098 49.70736, 1.708302 49.706344))",Spring Barley,6,,,,
46387,0e74ed56-fa2d-45cd-a958-52dea6d5f397,85140.44198148635,barley_spring,2022,"POLYGON ((1.73522 49.51463, 1.734882 49.514857, 1.734999 49.514945, 1.732653 49.516514, 1.732101 49.51688, 1.732104 49.516881, 1.732066 49.516907, 1.731385 49.516547, 1.729895 49.515777, 1.729289 49.515267, 1.729803 49.514908, 1.730322 49.514555, 1.730634 49.514679, 1.731069 49.51484, 1.732794 49.513971, 1.733334 49.513711, 1.73371 49.513548, 1.733844 49.513454, 1.733963 49.51335, 1.73402 49.5133, 1.734094 49.513235, 1.734403 49.512962, 1.734424 49.512944, 1.734428 49.51294, 1.734536 49.513158, 1.735045 49.514228, 1.73522 49.51463))",Spring Barley,6,,,,
46402,f1e37086-f2c5-4ba1-bd1f-af442b19b266,70655.02586189566,barley_spring,2022,"POLYGON ((1.700875 49.579547, 1.703624 49.580937, 1.703544 49.580994, 1.703543 49.580995, 1.703421 49.581048, 1.702923 49.58127, 1.702789 49.581333, 1.702744 49.581354, 1.702259 49.58158, 1.702186 49.581614, 1.702184 49.581617, 1.701933 49.581926, 1.701876 49.582011, 1.701853 49.582045, 1.701753 49.582195, 1.701749 49.582194, 1.701741 49.582212, 1.701619 49.582492, 1.701495 49.582785, 1.701498 49.582805, 1.700874 49.582723, 1.700555 49.582681, 1.700253 49.582639, 1.700149 49.582628, 1.69997 49.582606, 1.699788 49.582587, 1.699662 49.582572, 1.699339 49.58253, 1.699294 49.582524, 1.699238 49.582517, 1.69921 49.582514, 1.699189 49.582512, 1.69902 49.582492, 1.698958 49.582268, 1.698833 49.581741, 1.698811 49.581637, 1.698753 49.581402, 1.698819 49.581342, 1.698814 49.58134, 1.700731 49.579597, 1.700809 49.579514, 1.700875 49.579547))",Spring Barley,6,,,,
46509,3ecd85b6-3eb1-415c-9692-8eaee6b1d14e,52283.55578271391,barley_spring,2022,"POLYGON ((1.763561 49.509596, 1.763578 49.509595, 1.763609 49.509594, 1.764713 49.509118, 1.764885 49.509048, 1.765074 49.508967, 1.765288 49.50918, 1.765535 49.509059, 1.765698 49.509169, 1.765927 49.509343, 1.766057 49.509446, 1.766177 49.509504, 1.766222 49.509525, 1.766234 49.509533, 1.766432 49.509691, 1.76647 49.509719, 1.766745 49.50992, 1.766951 49.510064, 1.766955 49.510063, 1.766974 49.510085, 1.766983 49.510097, 1.764578 49.511288, 1.763943 49.510818, 1.761689 49.509168, 1.761508 49.509031, 1.761706 49.508913, 1.762061 49.508708, 1.762097 49.508693, 1.762231 49.508621, 1.762274 49.5086, 1.762444 49.508513, 1.762446 49.508515, 1.762748 49.508793, 1.762771 49.508815, 1.762942 49.508982, 1.763216 49.509233, 1.763405 49.509433, 1.763531 49.509575, 1.763561 49.509596))",Spring Barley,6,,,,
46520,7ea15c2c-0e1b-4212-8e52-b3e0e3fabf82,59613.28654037746,barley_spring,2022,"POLYGON ((1.784934 49.29671, 1.784707 49.296637, 1.784469 49.296562, 1.783998 49.29641, 1.783532 49.296269, 1.783293 49.296194, 1.783095 49.296123, 1.78313 49.29573, 1.78313 49.295728, 1.783132 49.295717, 1.783303 49.294698, 1.783345 49.294554, 1.783423 49.294413, 1.783584 49.294138, 1.783896 49.293619, 1.784152 49.293188, 1.784161 49.293172, 1.784238 49.293057, 1.784332 49.292948, 1.784429 49.292856, 1.784564 49.292737, 1.784827 49.292584, 1.785532 49.292223, 1.785948 49.292009, 1.784956 49.296717, 1.784934 49.29671))",Spring Barley,6,,,,
46523,838c7c72-e4b2-4173-8edf-b1de534cb332,16649.466445574297,barley_spring,2022,"POLYGON ((1.769511 49.256439, 1.770044 49.256576, 1.770007 49.256686, 1.769927 49.256878, 1.769842 49.257063, 1.769842 49.257064, 1.769793 49.257238, 1.769738 49.257388, 1.769115 49.257211, 1.768806 49.257125, 1.768471 49.257034, 1.768429 49.256996, 1.768425 49.256994, 1.768424 49.256994, 1.768424 49.256993, 1.768231 49.25693, 1.767671 49.256765, 1.767334 49.256666, 1.767511 49.255956, 1.768685 49.256229, 1.768691 49.256221, 1.76873 49.25623, 1.768722 49.256255, 1.768729 49.256239, 1.768727 49.256246, 1.768942 49.256304, 1.769167 49.256367, 1.76949 49.256454, 1.769497 49.256426, 1.769509 49.256429, 1.769511 49.256439))",Spring Barley,6,,,,
47848,556b8751-6d5b-4c3f-b912-45a6f98c169c,3598.6509935221884,barley_spring,2022,"POLYGON ((2.51476 49.594799, 2.517837 49.594739, 2.51799 49.594877, 2.514627 49.59493, 2.514544 49.594803, 2.51476 49.594799))",Spring Barley,6,,,,
47889,16f22f4a-6f81-47cc-b5a6-6149afc60772,2029.121098046707,barley_spring,2022,"POLYGON ((2.498134 49.872932, 2.497969 49.872923, 2.497982 49.872814, 2.499062 49.872878, 2.499842 49.872924, 2.500332 49.872953, 2.500319 49.873041, 2.500318 49.873048, 2.500317 49.873055, 2.50015 49.873052, 2.50015 49.873051, 2.499827 49.873032, 2.499047 49.872986, 2.498135 49.872932, 2.498134 49.872932))",Spring Barley,6,,,,
49295,17432b09-1115-47a3-9299-520d99209d0f,13094.10688299221,corn_silage,2022,"POLYGON ((1.488437 50.021541, 1.488235 50.021648, 1.48821 50.021753, 1.488254 50.021874, 1.488373 50.021976, 1.488471 50.022031, 1.488533 50.022054, 1.488456 50.022163, 1.487723 50.021736, 1.487581 50.021678, 1.487569 50.021958, 1.487788 50.022083, 1.488304 50.022363, 1.48824 50.022701, 1.48806 50.022557, 1.487661 50.022345, 1.487281 50.022112, 1.486936 50.021842, 1.486909 50.021784, 1.486829 50.02174, 1.486794 50.021695, 1.486558 50.02155, 1.486353 50.021426, 1.48712 50.020845, 1.487937 50.021266, 1.488415 50.021529, 1.488437 50.021541))",Silage Corn,21,,,,
51851,4c38086f-20c4-4fc7-b3fe-02ab3dcb5a48,5646.143833643818,corn_silage,2022,"POLYGON ((1.656824 50.14437, 1.655373 50.144376, 1.653919 50.144393, 1.652462 50.144411, 1.652458 50.144349, 1.652455 50.144317, 1.652452 50.144287, 1.658277 50.144232, 1.658273 50.144364, 1.656824 50.14437))",Silage Corn,21,,,,
53202,c7931d05-1ddb-4c59-8e28-5a6110711461,12783.553928553263,wheat_winter,2022,"POLYGON ((1.456145 50.054962, 1.45707 50.055465, 1.457071 50.055467, 1.455328 50.056534, 1.454962 50.056073, 1.454891 50.055809, 1.456145 50.054962))",Winter Wheat,7,,,,
53236,ba5db548-f5da-496a-a0f3-9a1be78f09ce,27000.17352515896,wheat_winter,2022,"POLYGON ((1.453894 50.049195, 1.454075 50.049158, 1.454419 50.049082, 1.454768 50.049, 1.455015 50.04891, 1.4553 50.048816, 1.455561 50.048744, 1.455829 50.048868, 1.455919 50.04891, 1.456035 50.049034, 1.45626 50.049188, 1.456578 50.049375, 1.456704 50.049488, 1.456791 50.049626, 1.456794 50.049702, 1.456777 50.049772, 1.456738 50.049828, 1.456687 50.049884, 1.456549 50.049976, 1.456409 50.050051, 1.456341 50.050075, 1.45617 50.050174, 1.456104 50.050256, 1.456 50.050273, 1.455446 50.05036, 1.455254 50.050384, 1.454757 50.050526, 1.454628 50.050559, 1.453716 50.049228, 1.453894 50.049195))",Winter Wheat,7,,,,
54754,3387b41d-7421-48ef-8b05-4f889f4e3c37,5090.34550208383,wheat_winter,2022,"POLYGON ((1.61951 50.06707, 1.619516 50.066872, 1.622866 50.066907, 1.623028 50.067082, 1.61951 50.06707))",Winter Wheat,7,,,,
56360,9f80cd27-dba8-451c-8d7c-9aa193e369e9,4182.348500192211,wheat_winter,2022,"POLYGON ((1.568052 50.123686, 1.567934 50.123541, 1.571782 50.123554, 1.57178 50.123558, 1.57178 50.123565, 1.571773 50.123687, 1.568052 50.123686))",Winter Wheat,7,,,,
63098,7d880861-cd95-4328-9ee7-8cd05e544864,10281.125116608951,wheat_winter,2022,"POLYGON ((1.613815 50.042032, 1.6133 50.042029, 1.612239 50.042027, 1.611149 50.04202, 1.610077 50.042017, 1.608203 50.042006, 1.608176 50.041781, 1.609289 50.041785, 1.609837 50.041788, 1.610322 50.041788, 1.611333 50.0418, 1.612298 50.041801, 1.613321 50.041804, 1.61401 50.04181, 1.613815 50.042032))",Winter Wheat,7,,,,
65871,6b8f67d0-3a93-41e8-8484-876706dd4aba,61939.56485530285,wheat_winter,2022,"POLYGON ((1.704794 49.639649, 1.705476 49.639179, 1.706382 49.638555, 1.707483 49.637804, 1.707912 49.637522, 1.708107 49.637761, 1.708468 49.63812, 1.708803 49.638474, 1.709053 49.638738, 1.709255 49.638944, 1.706204 49.640967, 1.706179 49.640955, 1.70489 49.640348, 1.704286 49.640037, 1.704408 49.639943, 1.704794 49.639649))",Winter Wheat,7,,,,
66037,6251f9a4-69b7-43fa-969b-eee5a763fd36,6965.605483572088,wheat_winter,2022,"POLYGON ((1.722624 49.667417, 1.722188 49.666797, 1.722116 49.66662, 1.722084 49.666538, 1.722049 49.66634, 1.722043 49.66609, 1.722417 49.666081, 1.722532 49.666088, 1.7226 49.666186, 1.722722 49.666363, 1.722876 49.666602, 1.722991 49.666784, 1.723142 49.667035, 1.723203 49.667143, 1.722624 49.667417))",Winter Wheat,7,,,,
66076,44feaaa8-f0e7-4717-8c57-3c401b8717bc,78979.66910539308,wheat_winter,2022,"POLYGON ((1.689576 49.697762, 1.689414 49.697676, 1.68889 49.697398, 1.689551 49.69671, 1.68998 49.696949, 1.69036 49.69716, 1.690935 49.69744, 1.691648 49.697836, 1.692899 49.696885, 1.693054 49.696948, 1.693346 49.697423, 1.693306 49.697448, 1.69297 49.697691, 1.694141 49.698322, 1.694604 49.698639, 1.696246 49.699787, 1.696183 49.699811, 1.696 49.699882, 1.695821 49.69995, 1.695313 49.700146, 1.695139 49.700214, 1.694573 49.700228, 1.693999 49.700243, 1.693881 49.700176, 1.693357 49.699878, 1.692958 49.699655, 1.692504 49.699401, 1.692163 49.69921, 1.691989 49.699112, 1.691901 49.699062, 1.691816 49.699015, 1.691458 49.698813, 1.691269 49.698708, 1.690999 49.698557, 1.690861 49.698479, 1.690721 49.698401, 1.690448 49.698247, 1.690177 49.698095, 1.68963 49.697788, 1.689619 49.697782, 1.689576 49.697762))",Winter Wheat,7,,,,
66149,d46705cd-e960-4ec2-81a4-f5440d639158,14397.454766770952,wheat_winter,2022,"POLYGON ((1.71252 49.653401, 1.712504 49.653258, 1.713988 49.652851, 1.715062 49.653947, 1.714618 49.654163, 1.7141 49.653609, 1.712571 49.654133, 1.71252 49.653401))",Winter Wheat,7,,,,
66372,5cdfab74-1f87-4ff2-b37c-c9b31c142458,72683.04724123226,wheat_winter,2022,"POLYGON ((1.727462 49.551539, 1.72746 49.551533, 1.727238 49.550802, 1.726966 49.549983, 1.727403 49.549933, 1.728547 49.549927, 1.729734 49.549809, 1.72981 49.550119, 1.730762 49.550004, 1.730701 49.549736, 1.730714 49.549734, 1.730766 49.550002, 1.730851 49.550303, 1.731027 49.550899, 1.731376 49.552068, 1.727948 49.552636, 1.72742 49.551555, 1.727462 49.551539))",Winter Wheat,7,,,,
66450,3cd50ca6-884b-4b40-af4c-74656a1bf836,61031.04003025243,wheat_winter,2022,"POLYGON ((1.731429 49.736566, 1.731792 49.73588, 1.73195 49.735212, 1.732192 49.734779, 1.73306 49.734976, 1.733324 49.73442, 1.735629 49.73496, 1.735409 49.735664, 1.735316 49.735884, 1.735009 49.736572, 1.734942 49.736846, 1.734888 49.7372, 1.731433 49.736561, 1.731429 49.736566))",Winter Wheat,7,,,,
66506,241b8dfa-be67-43c4-83b9-9f676f18c631,19836.126835299005,wheat_winter,2022,"POLYGON ((1.702186 49.64142, 1.702317 49.64132, 1.702673 49.641084, 1.703444 49.64065, 1.703445 49.640649, 1.704234 49.640059, 1.704241 49.640063, 1.704453 49.640171, 1.704524 49.640207, 1.70485 49.64036, 1.701882 49.642525, 1.701479 49.642399, 1.701112 49.642284, 1.701344 49.642072, 1.701561 49.641903, 1.702002 49.641561, 1.702186 49.64142))",Winter Wheat,7,,,,
66537,a1609ea1-13ff-4b57-b713-e615baabeb52,76495.32982187386,wheat_winter,2022,"POLYGON ((1.700632 49.681631, 1.701773 49.681964, 1.702925 49.682283, 1.703098 49.68239, 1.703674 49.682869, 1.703673 49.68287, 1.703674 49.68287, 1.703675 49.682868, 1.703678 49.68287, 1.703678 49.682869, 1.703745 49.682923, 1.703907 49.683052, 1.704251 49.683345, 1.704278 49.683364, 1.704336 49.683413, 1.704502 49.683546, 1.704671 49.68366, 1.704781 49.683715, 1.704844 49.683759, 1.706288 49.684449, 1.705047 49.685351, 1.705021 49.685351, 1.700528 49.683198, 1.699779 49.682826, 1.700545 49.681743, 1.700632 49.681631))",Winter Wheat,7,,,,
66580,b658d2ad-59ca-44df-8b0f-2eccc305fd60,63956.21338437782,wheat_winter,2022,"POLYGON ((1.7436 49.531836, 1.743172 49.532085, 1.742897 49.532246, 1.742659 49.532207, 1.741999 49.532104, 1.741328 49.532, 1.741336 49.531304, 1.741299 49.530969, 1.741232 49.530726, 1.741161 49.530635, 1.740882 49.530418, 1.740635 49.530208, 1.740513 49.53008, 1.74046 49.52998, 1.740431 49.529873, 1.740419 49.529727, 1.74047 49.529466, 1.740523 49.5292, 1.741012 49.52936, 1.74151 49.529463, 1.741873 49.529547, 1.742111 49.529615, 1.742315 49.52972, 1.743024 49.530011, 1.743639 49.530279, 1.74436 49.530643, 1.744902 49.53091, 1.74548 49.531178, 1.745878 49.531337, 1.745729 49.531466, 1.745562 49.531571, 1.745394 49.531688, 1.745064 49.531744, 1.744651 49.531467, 1.744342 49.531404, 1.743934 49.53165, 1.7436 49.531836))",Winter Wheat,7,,,,
66744,f7d9fe35-4457-4977-8166-f73a8fd4b14c,23012.271520384173,wheat_winter,2022,"POLYGON ((1.781984 49.756267, 1.78208 49.756427, 1.782483 49.757029, 1.783131 49.757994, 1.783237 49.758167, 1.783344 49.75834, 1.783356 49.758338, 1.783361 49.758345, 1.78294 49.758421, 1.782531 49.758483, 1.782141 49.758522, 1.781497 49.757563, 1.781006 49.756851, 1.780955 49.756772, 1.780851 49.75664, 1.780842 49.756617, 1.781288 49.756306, 1.781866 49.756058, 1.781868 49.756061, 1.781862 49.756063, 1.781892 49.756108, 1.781984 49.756267))",Winter Wheat,7,,,,
