field_index,label_value,predictions,confidence
67237,7,7,53
67238,7,7,71
67239,7,7,[82 85]
67240,7,7,91
67241,7,7,[54 65]
67242,7,7,81
67243,7,5,48
67244,7,7,85
67245,7,7,80
67246,7,8,68
67247,7,7,[48 49 52 54]
67248,7,7,65
67249,7,7,93
67250,7,7,74
67251,7,7,[65 77]
67252,7,7,72
67253,7,7,89
67254,7,7,[72 85]
67256,7,7,[81 82 83]
67258,7,7,70
67259,7,8,41
67260,7,7,[72 73]
67261,7,7,65
67262,7,7,[72 75 76]
67263,7,7,[82 85]
67264,7,7,49
67265,7,7,90
67266,7,7,65
67267,7,7,46
67268,7,7,88
67269,7,7,[82 85]
67270,7,8,51
67271,7,7,55
67272,7,5,[48 56]
67273,7,7,[53 54]
67274,7,7,92
67275,7,8,[46 55 58]
67276,7,7,66
67277,7,7,[41 44 65 68 69 70]
67278,7,7,[36 72]
67279,7,7,[37 47]
67280,7,7,62
67281,7,7,54
67282,7,7,88
67283,7,7,78
67284,7,7,[64 67]
67285,7,7,[85 89]
67286,7,7,86
67287,7,7,[73 78]
67288,7,7,82
67289,7,7,82
67290,7,7,72
67291,7,7,[41 66 71 74 81]
67292,7,7,63
67293,7,7,56
67294,7,7,94
67295,7,7,72
67296,7,7,84
67297,7,7,[68 78 80]
67298,7,7,[59 61]
67299,7,7,[55 60 62]
67300,7,7,79
67301,7,8,[52 56]
67302,7,7,[44 47 54 55 56 58]
67303,7,7,71
67304,7,7,[62 63]
67305,7,7,67
67306,7,7,[30 42 43 51 66 67 72]
67307,7,7,[87 89]
67308,7,7,87
67309,7,7,[33 36 52]
67310,7,7,[62 81]
67311,7,7,36
67312,7,8,[46 61]
67313,7,7,95
67314,7,7,[47 76]
67315,7,7,42
67316,7,7,75
67317,7,7,[38 46]
67318,7,7,64
67319,7,7,51
67320,7,7,[57 63]
67321,7,7,73
67322,7,6,23
67323,7,7,93
67324,7,7,[55 68]
67325,7,7,87
67326,7,7,88
67327,7,7,55
67328,7,7,[36 41]
67329,7,7,73
67330,7,7,77
67331,7,7,84
67332,7,7,[34 45]
67333,7,7,68
67334,7,7,90
67335,7,7,80
67336,7,7,[43 56 69 72 82]
67337,7,7,[62 65]
67338,7,7,58
67339,7,7,[60 69]
67340,7,7,71
67341,7,7,[72 75]
67342,7,7,64
67343,7,7,68
67344,7,7,78
67345,7,7,88
67347,7,7,[69 70]
67348,7,7,[45 65 71]
67349,7,7,49
67350,7,7,[68 69]
67351,7,7,91
67352,7,7,86
67353,7,5,50
67354,7,7,[53 60]
67355,7,7,[53 65 80 84 86]
67356,7,7,[29 30 33 35 36 39 42 44 51 52 56 60 72]
67357,7,7,43
67358,7,8,44
67359,7,7,[61 77]
67360,7,7,56
67361,7,7,86
67362,7,7,62
67363,7,7,22
67364,7,7,66
67365,7,7,[77 79 80 82]
67366,7,7,[73 77]
67367,7,7,68
67368,7,7,68
67369,7,7,[54 63 71 83 84 85 89 90]
67370,7,7,79
67371,7,7,86
67372,7,7,77
67373,7,7,70
67374,7,7,88
67375,7,7,[66 67]
67376,7,7,85
67377,7,7,80
67378,7,8,[48 51]
67379,7,7,19
67380,7,7,93
67381,7,7,[84 86]
67382,7,7,59
67383,7,7,[34 35 53 60 65 66 78 85]
67384,7,7,70
67385,7,7,72
67386,7,7,[86 91 92]
67387,7,7,92
67388,7,7,63
67389,7,7,88
67390,7,7,83
67391,7,7,[29 30 32 46 49 53 54 65 70]
67392,7,7,89
67393,7,7,[71 76]
67394,7,7,79
67395,7,7,74
67396,7,7,[42 49]
67397,7,7,72
67398,7,7,[61 75 80 81]
67399,7,7,65
67400,7,7,[77 79]
67401,7,7,71
67402,7,7,[74 76 80 84 85 88]
67403,7,7,53
67404,7,[5 7],45
67405,7,7,42
67406,7,7,60
67407,7,7,87
67408,7,7,58
67409,7,7,50
67410,7,7,73
67411,7,7,49
67412,7,7,93
67413,7,7,93
67414,7,7,[64 83]
67415,7,7,50
67416,7,7,[81 86]
67417,7,7,90
67418,7,7,53
67419,7,7,57
67420,7,7,74
67421,7,7,75
67422,7,7,43
67423,7,7,[42 56 64]
67424,7,7,73
67425,7,7,61
67426,7,7,83
67427,7,7,53
67428,7,7,[75 79 83 84]
67429,7,7,[36 47]
67430,7,7,[57 58]
67431,7,7,[54 67]
67432,7,7,[50 52]
67433,7,7,48
67434,7,8,51
67435,7,7,61
67436,7,7,86
67437,7,7,89
67438,7,8,51
67439,7,7,[75 79 82]
67440,7,7,85
67441,7,7,91
67442,7,7,73
67443,7,7,[74 77]
67444,7,7,83
67445,7,7,87
67446,7,7,73
67447,7,8,[40 54]
67448,7,7,60
67449,7,7,[83 90]
67450,7,7,48
67451,7,7,[51 54 57 69]
67452,7,7,77
67453,7,7,74
67454,7,7,64
67455,7,7,[83 84]
67456,7,7,[55 62 73 77 81]
67457,7,7,85
67458,7,7,[59 76]
67459,7,7,86
67460,7,7,[51 70]
67461,7,7,49
67462,7,7,60
67463,7,7,76
67464,7,7,[46 61]
67465,7,8,[39 40]
67466,7,7,65
67467,7,7,65
67468,7,7,[57 65]
67469,7,7,[90 93]
67470,7,7,90
67471,7,7,[53 58 59 64 73 77]
67472,7,7,[80 81 87]
67473,7,7,59
67474,7,7,73
67475,7,7,93
67476,7,7,63
67477,7,7,68
67478,7,5,74
67479,7,7,[66 70 71]
67480,7,7,87
67481,7,7,[61 65 80]
67482,7,7,38
67483,7,7,[69 81]
67484,7,7,[84 85]
67485,7,7,74
67486,7,5,41
67487,7,7,[58 69 70 71]
67488,7,7,85
67489,7,7,76
67490,7,7,73
67491,7,7,81
67492,7,7,70
67493,7,8,49
67495,7,7,[35 44 49]
67496,7,7,81
67497,7,7,77
67498,7,7,93
67499,7,7,[82 83]
67500,7,7,83
67501,7,8,57
67502,7,7,56
67503,7,7,[65 70]
67504,7,7,82
67505,7,7,[48 52 60]
67506,7,7,[44 53]
67507,7,7,54
67508,7,8,75
67509,7,[7 8],59
67510,7,7,72
67511,7,7,61
67512,7,7,[29 43]
67513,7,7,91
67514,7,7,67
67515,7,7,[58 59 60 61 65 73]
67516,7,7,[76 82 85]
67517,7,7,[31 67]
67518,7,7,73
67519,7,7,68
67520,7,7,86
67521,7,8,[46 52]
67522,7,7,[76 77]
67523,7,7,46
67524,7,7,84
67525,7,7,[78 81 88]
67526,7,7,84
67527,7,7,88
67528,7,7,59
67529,7,7,[62 67 71 79]
67530,7,7,[75 80 82 83 84]
67531,7,7,81
67532,7,7,82
67533,7,7,58
67534,7,7,[41 47 48 50]
67535,7,7,51
67536,7,7,60
67537,7,7,88
67538,7,7,87
67539,7,7,[78 81]
67540,7,7,[79 89]
67541,7,7,43
67542,7,8,56
67543,7,7,[87 90]
67544,7,7,88
67545,7,7,[36 43 49 56 65]
67546,7,7,89
67547,7,7,76
67548,7,7,67
67549,7,7,61
67550,7,8,74
67551,7,15,[38 43 48]
67552,7,7,83
67553,7,6,25
67554,7,7,[52 53]
67555,7,7,68
67556,7,7,61
67557,7,7,[74 80]
67558,7,5,44
67559,7,8,[49 50]
67560,7,7,89
67561,7,7,50
67562,7,7,87
67563,7,7,80
67564,7,7,[62 69]
67565,7,7,[76 84 89 92]
67566,7,7,[84 85 87]
67567,7,7,[32 37 64 69 73]
67568,7,7,86
67569,7,7,81
67570,7,7,38
67571,7,7,83
67572,7,7,[46 51 68 69 70 71 73]
67573,7,7,80
67574,7,7,[29 37 42]
67575,7,7,53
67576,7,7,[44 48]
67577,7,7,80
67578,7,7,[52 59 62]
67579,7,6,[50 53]
67580,7,7,[89 90]
67581,7,8,[49 53]
67582,7,7,66
67583,7,7,[63 69]
67584,7,7,50
67585,7,7,[31 49 53 64 68 77]
67586,7,[5 7],43
67587,7,7,[27 39 42 59]
67588,7,7,69
67589,7,7,87
67590,7,7,[28 37 41 43]
67591,7,7,78
67592,7,7,53
67593,7,7,52
67594,7,7,[53 67 84 86]
67595,7,7,67
67596,7,7,[46 50]
67597,7,7,60
67598,7,5,[56 69]
67599,7,8,[47 49 54]
67600,7,7,[27 55]
67601,7,7,48
67602,7,7,88
67603,7,7,[26 42]
67605,7,7,67
67606,7,7,[33 46 52 70 75 86 87]
67607,7,7,86
67608,7,7,[69 73]
67609,7,7,78
67610,7,7,69
67611,7,7,51
67612,7,7,57
67613,7,7,90
67614,7,8,[27 30 31]
67615,7,7,[76 77 78]
67616,7,7,59
67617,7,7,77
67618,7,7,92
67619,7,7,[70 71 72]
67620,7,7,51
67621,7,7,87
67622,7,7,69
67623,7,7,69
67624,7,7,38
67625,7,7,71
67626,7,7,78
67627,7,7,[43 54]
67628,7,7,[32 68]
67629,7,8,[26 44 45]
67630,7,7,69
67631,7,6,37
67632,7,7,92
67633,7,7,77
67634,7,7,60
67635,7,7,82
67636,7,7,66
67637,7,7,[82 88]
67638,7,7,69
67639,7,7,72
67640,7,7,[53 58]
67641,7,8,64
67642,7,7,71
67643,7,7,85
67644,7,7,81
67645,7,7,[84 85]
67646,7,7,74
67647,7,7,51
67648,7,7,52
67649,7,8,[66 67]
67650,7,7,77
67651,7,7,[49 54]
67652,7,7,62
67653,7,7,73
67654,7,7,[55 76 77 81 84]
67655,7,7,[65 68]
67656,7,7,62
67657,7,8,61
67658,7,7,52
67659,7,7,[44 51 52 54 55]
67660,7,7,61
67661,7,7,48
67662,7,7,87
67663,7,7,66
67664,7,7,93
67665,7,7,[56 69 75 78]
67666,7,7,80
67667,7,5,[70 71 83]
67668,7,7,61
67669,7,7,89
67670,7,7,83
67671,7,7,[75 83]
67672,7,7,58
67673,7,8,47
67674,7,7,[75 77 81 86 87]
67675,7,7,52
67676,7,7,57
67677,7,7,61
67678,7,7,55
67679,7,7,[49 55 61 76 79 82]
67680,7,7,58
67681,7,7,[53 60]
67682,7,7,76
67683,7,7,63
67684,7,7,[65 69]
67685,7,7,53
67686,7,7,[78 80]
67687,7,7,69
67688,7,7,[56 62 63 68]
67689,7,7,84
67690,7,7,[51 60 67 79]
67691,7,7,63
67692,7,20,56
67693,7,7,[70 73]
67694,7,7,[37 47]
67695,7,7,76
67696,7,7,[55 58 59 62]
67697,7,7,85
67698,7,5,[21 40]
67699,7,7,57
67700,7,7,[85 86 88 90]
67701,7,7,29
67702,7,2,[29 32 34]
67703,7,7,[49 53 57 63]
67704,7,7,85
67705,7,7,[63 71 74 77]
67706,7,7,71
67707,7,7,[64 65]
67708,7,7,55
67709,7,6,48
67710,7,7,79
67711,7,7,[51 57 62 72]
67712,7,7,56
67713,7,7,78
67714,7,7,90
67715,7,7,93
67716,7,8,[33 40 44 47]
67717,7,7,54
67718,7,7,[52 56 59]
67719,7,7,66
67720,7,7,[26 27 35 40 52]
67721,7,7,31
67722,7,7,[64 74]
67723,7,7,73
67724,7,7,80
67725,7,7,[76 81 83 90]
67726,7,7,87
67727,7,7,56
67728,7,7,69
67729,7,7,[34 50 73 74 79 81 87 89]
67730,7,7,[49 52]
67731,7,7,72
67732,7,7,74
67733,7,7,82
67734,7,7,[72 75]
67735,7,7,68
67736,7,7,[66 71]
67737,7,8,[36 49 54 60 62]
67738,7,7,86
67739,7,7,[63 66 73]
67740,7,7,[56 66 68 70]
67741,7,7,64
67742,7,5,[51 76]
67743,7,[5 7],[45 53 66]
67744,7,7,94
67745,7,7,[37 42 48 52]
67746,7,7,77
67747,7,7,[84 89 91]
67748,7,7,[36 45 49 51 53 55 56 57 58 59 60 61 63 64 65]
67749,7,7,50
67750,7,7,47
67751,7,7,70
67752,7,7,[84 85 89 90]
67753,7,7,[73 79]
67754,7,7,61
67755,7,7,66
67756,7,[5 7 8],[22 34 43]
67757,7,7,[50 69 71 82 88]
67758,7,7,77
67759,7,7,82
67760,7,7,66
67761,7,7,[68 70 75]
67762,7,7,[62 66]
67763,7,7,73
67764,7,7,[45 87]
67765,7,7,51
67766,7,7,74
67767,7,7,87
67768,7,8,[50 57 58 64]
67769,7,7,[54 57]
67770,7,7,37
67771,7,7,[57 71 73]
67772,7,8,30
67773,7,28,[40 46 49]
67774,7,7,[39 41]
67775,7,7,[15 47]
67776,7,7,[73 77 86]
67777,7,7,90
67778,7,7,[66 81 82 84 85 88]
67779,7,7,80
67780,7,7,84
67781,7,7,93
67782,7,7,[24 27 34 42 43 45 46 50 54]
67783,7,7,[30 31 38 40 41 44 45 47 48 49 52 53 60 61 75]
67784,7,8,49
67785,7,7,72
67786,7,7,88
67787,7,7,[45 74 86]
67788,7,7,[59 70]
67789,7,7,77
67791,7,6,[38 44 56]
67792,7,7,[78 87]
67793,7,7,[42 55 56 59 62 66]
67794,7,7,[26 55 60]
67795,7,7,62
67796,7,7,42
67797,7,7,83
67798,7,7,[78 83]
67799,7,7,63
67800,7,6,[34 36 48 49 59]
67801,7,7,80
67802,7,7,[54 56]
67803,7,7,86
67804,7,8,[48 49 55]
67805,7,7,56
67806,7,7,[86 89]
67807,7,7,89
67808,7,7,[38 43 49 50 72 82 83 85 87 89]
67809,7,7,88
67810,7,7,[33 77]
67811,7,7,[63 76 77 80 83]
67812,7,7,70
67813,7,7,53
67814,7,7,89
67815,7,7,[71 73]
67816,7,7,92
67817,7,28,29
67818,7,[7 8],37
67819,7,7,76
67820,7,15,[15 28 34 40 46]
67821,7,7,57
67822,7,7,85
67823,7,7,45
67824,7,7,60
67825,7,8,56
67826,7,7,91
67827,7,7,62
67828,7,7,59
67829,7,7,[40 54]
67830,7,7,[72 77 79]
67831,7,7,[61 64 69]
67832,7,7,65
67833,7,7,78
67834,7,7,[71 73]
67835,7,7,62
67836,7,7,76
67837,7,7,86
67838,7,7,81
67839,7,7,[40 62 64 71]
67840,7,7,57
67841,7,7,69
67842,7,7,62
67843,7,7,81
67844,7,7,71
67845,7,7,58
67846,7,7,[60 69]
67847,7,8,[43 49 56]
67848,7,7,[85 87]
67849,7,5,[23 32 39 41 56 58 61 65 66]
67850,7,7,44
67851,7,7,79
67852,7,7,88
67853,7,7,51
67854,7,7,91
67855,7,7,[46 51]
67856,7,7,[43 57 62]
67857,7,7,[51 53 57]
67858,7,7,89
67859,7,7,64
67860,7,7,87
67861,7,7,78
67862,7,7,59
67863,7,7,52
67864,7,7,60
67865,7,7,73
67866,7,7,89
67867,7,7,94
67868,7,7,94
67869,7,7,[76 81 83]
67870,7,7,[47 49]
67871,7,7,91
67872,7,7,68
67873,7,7,[38 49 60 61 62 68 70 80 84 89]
67874,7,7,55
67875,7,7,59
67876,7,7,61
67877,7,7,77
67878,7,7,76
67879,7,7,[64 69]
67880,7,8,32
67881,7,7,80
67882,7,7,58
67883,7,7,75
67884,7,7,48
67885,7,7,77
67886,7,28,35
67887,7,7,71
67888,7,7,79
67889,7,7,82
67890,7,7,89
67891,7,7,[54 62]
67892,7,7,44
67893,7,5,47
67894,7,7,90
67895,7,7,70
67896,7,7,62
67897,7,7,[48 54]
67898,7,7,74
67899,7,7,85
67900,7,7,75
67901,7,5,44
67902,7,[5 8],[43 63]
67903,7,5,92
67904,7,7,[79 80]
67905,7,7,41
67906,7,7,61
67907,7,7,64
67908,7,7,[59 60]
67909,7,7,[68 71]
67910,7,7,[75 77]
67911,7,7,81
67912,7,7,67
67913,7,8,47
67914,7,7,86
67915,7,7,57
67916,7,7,90
67917,7,8,72
67918,7,7,74
67919,7,7,54
67920,7,7,55
67921,7,8,[46 47]
67922,7,7,90
67923,7,7,68
67924,7,7,[54 55 65]
67925,7,[7 8],[28 30 42 50 54 55]
67926,7,7,77
67927,7,7,49
67928,7,7,[33 51]
67929,7,7,62
67930,7,7,[62 70]
67931,7,7,67
67932,7,7,[49 50 52]
67933,7,7,83
67934,7,7,[86 88]
67935,7,7,61
67936,7,7,77
67937,7,7,51
67938,7,7,77
67939,7,7,80
67940,7,7,56
67941,7,5,42
67942,7,7,[63 65 66]
67943,7,7,85
67944,7,7,46
67945,7,7,59
67946,7,7,86
67947,7,7,57
67948,7,7,[71 73]
67949,7,7,84
67950,7,7,[47 57 64]
67951,7,7,76
67952,7,7,78
67953,7,7,88
67954,7,7,[67 68]
67955,7,7,79
67956,7,5,57
67957,7,7,66
67958,7,7,67
67959,7,7,77
67960,7,7,[62 65]
67961,7,7,[81 87]
67962,7,7,80
67963,7,7,[66 74 78 79]
67964,7,7,92
67965,7,7,74
67966,7,7,76
67967,7,7,86
67968,7,7,[26 32 40 46 47 51 54 55 60 61 62 63 64 68]
67969,7,7,49
67970,7,7,76
67971,7,7,[67 81]
67972,7,7,67
67973,7,7,66
67974,7,7,54
67975,7,7,[87 90]
67976,7,7,87
67977,7,5,46
67978,7,7,63
67979,7,7,86
67980,7,7,79
67981,7,7,86
67982,7,7,48
67983,7,7,82
67984,7,7,85
67985,7,7,89
67986,7,7,[69 70]
67987,7,7,50
67988,7,7,[45 67]
67989,7,7,80
67990,7,7,[54 66]
67991,7,8,54
67992,7,7,85
67993,7,5,65
67994,7,7,[64 76]
67995,7,7,80
67996,7,7,71
67997,7,7,48
67998,7,7,62
67999,7,7,[71 73]
68000,7,8,52
68001,7,8,[75 79]
68002,7,7,89
68003,7,7,81
68004,7,7,[50 57]
68005,7,7,[31 48 50 53 58]
68006,7,7,78
68007,7,7,[50 52 54 60]
68008,7,7,28
68009,7,7,[46 52 56]
68010,7,8,[49 55 58 63]
68011,7,7,91
68012,7,7,49
68013,7,7,[73 75]
68014,7,7,[48 56]
68015,7,8,50
68016,7,7,[68 71]
68017,7,7,76
68018,7,7,89
68019,7,8,[31 55]
68020,7,7,[54 57]
68021,7,7,[56 64]
68022,7,7,52
68023,7,7,82
68024,7,7,87
68025,7,6,[36 39 52 53]
68026,7,7,89
68027,7,8,48
68028,7,7,[74 76]
68029,7,7,85
68030,7,7,65
68031,7,7,56
68032,7,7,[74 81]
68033,7,7,70
68034,7,7,[58 64]
68035,7,5,43
68036,7,7,74
68037,7,7,92
68038,7,7,48
68039,7,7,69
68040,7,7,88
68041,7,7,55
68042,7,7,43
68043,7,7,90
68044,7,7,64
68045,7,7,79
68046,7,7,81
68047,7,8,[43 54 56]
68048,7,7,39
68049,7,8,[49 51 52]
68050,7,7,[45 51]
68051,7,7,90
68052,7,5,[82 88]
68053,7,7,[41 45 47 48]
68054,7,7,[76 84 87]
68056,7,7,61
68057,7,7,53
68058,7,7,83
68059,7,7,65
68060,7,7,61
68061,7,7,78
68062,7,7,55
68063,7,7,[45 57]
68064,7,5,[73 75]
68065,7,7,[38 39 53]
68066,7,7,82
68067,7,7,[71 75]
68068,7,7,77
68069,7,7,68
68070,7,7,89
68071,7,5,[47 59]
68072,7,7,89
68073,7,7,49
68075,7,7,[53 55 58]
68076,7,7,[79 81]
68077,7,7,[56 59 64 68]
68078,7,7,53
68079,7,7,88
68080,7,7,51
68081,7,7,66
68082,7,7,86
68083,7,7,74
68084,7,7,80
68085,7,7,[41 42 53]
68086,7,7,63
68087,7,7,[78 81]
68088,7,7,77
68089,7,7,88
68090,7,7,[90 93]
68091,7,7,50
68092,7,7,46
68093,7,7,[78 86 87]
68094,7,7,86
68095,7,7,69
68096,7,7,57
68097,7,7,56
68098,7,7,66
68099,7,7,82
68100,7,7,76
68101,7,7,[69 73]
68102,7,7,58
68103,7,8,53
68104,7,7,[52 68]
68105,7,7,52
68106,7,7,[75 80]
68107,7,7,[80 83]
68108,7,8,31
68109,7,7,[50 55 61 73 77 83 85]
68110,7,7,54
68111,7,7,90
68112,7,8,[43 48 50 52 53]
68113,7,8,51
68114,7,7,53
68115,7,7,[70 74]
68116,7,7,54
68117,7,7,27
68118,7,7,49
68119,7,7,74
68120,7,7,86
68121,7,7,[85 87]
68122,7,7,[46 50]
68123,7,15,[30 31 34]
68124,7,7,72
68125,7,7,[89 90]
68126,7,6,[43 46 48]
68127,7,7,78
68128,7,7,[52 54 57 62 65 66 68 72 73 74 77]
68129,7,7,57
68130,7,7,[62 65 70]
68131,7,7,[77 80 81 84]
68132,7,7,60
68133,7,7,41
68134,7,7,[26 53 55 62 64 67 68 69 71 72 77 80]
68135,7,7,[80 81]
68136,7,7,51
68137,7,7,[72 73]
68138,7,7,[46 52 57 63 70 74 79]
68139,7,7,69
68140,7,7,[68 69 82]
68141,7,7,[40 56 58 59]
68142,7,7,76
68143,7,7,83
68144,7,7,70
68145,7,7,[51 55]
68146,7,7,58
68147,7,7,71
68148,7,7,90
68149,7,7,70
68150,7,7,[83 87]
68151,7,8,49
68152,7,7,60
68153,7,7,93
68154,7,7,67
68155,7,7,44
68156,7,7,82
68157,7,7,86
68158,7,7,[64 65 69 74]
68159,7,7,91
68160,7,7,[79 80 85 86]
68161,7,7,[63 64 72]
68162,7,7,80
68163,7,7,88
68164,7,7,88
68165,7,8,[44 49 52]
68166,7,7,[56 61]
68168,7,7,80
68169,7,7,82
68170,7,7,[64 67 69 71 72]
68171,7,7,69
68172,7,7,81
68173,7,7,61
68174,7,7,57
68175,7,7,67
68176,7,7,[52 67 80]
68177,7,7,71
68178,7,7,66
68179,7,7,72
68180,7,7,[68 71]
68181,7,7,74
68182,7,7,70
68183,7,7,49
68184,7,8,51
68185,7,7,[71 91]
68186,7,7,[78 87]
68187,7,7,66
68188,7,7,55
68189,7,7,85
68190,7,7,[52 62]
68191,7,7,87
68192,7,7,42
68193,7,7,[72 80]
68194,7,7,74
68195,7,7,85
68196,7,7,50
68197,7,7,49
68198,7,7,41
68199,7,7,50
68200,7,7,51
68201,7,7,[69 70]
68202,7,7,81
68203,7,7,[83 85 86]
68204,7,7,[30 46]
68205,7,7,83
68206,7,7,[83 89]
68207,7,8,[62 66 67]
68208,7,7,64
68209,7,7,[49 63]
68210,7,7,77
68211,7,7,81
68212,7,7,62
68213,7,7,[54 58 59 64]
68214,7,7,[61 68 79 81]
68215,7,8,[60 66]
68216,7,7,75
68217,7,7,[59 60 65]
68218,7,7,66
68219,7,7,[48 51]
68220,7,7,[62 65]
68221,7,7,[62 63 65]
68222,7,7,90
68223,7,7,82
68224,7,7,87
68225,7,7,55
68226,7,7,86
68227,7,7,[37 41 47 49 57 65]
68228,7,7,[48 61 64]
68229,7,7,84
68230,7,7,[51 78]
68231,7,7,62
68232,7,7,61
68233,7,7,[68 82]
68234,7,7,52
68235,7,4,[29 30]
68236,7,7,92
68237,7,7,92
68238,7,7,79
68239,7,5,[55 57 58 60]
68240,7,7,[50 82]
68241,7,7,[35 60 68 70 74]
68242,7,7,[67 72]
68243,7,7,54
68244,7,7,81
68245,7,7,91
68246,7,7,47
68247,7,7,88
68248,7,7,[52 53]
68249,7,7,50
68250,7,7,93
68251,7,7,73
68252,7,7,[71 73]
68253,7,7,80
68254,7,4,31
68255,7,7,82
68256,7,7,[50 53 54 55]
68257,7,7,84
68258,7,7,68
68259,7,7,58
68260,7,7,77
68262,7,7,[54 69 74 75 76 79 83 89]
68263,7,7,72
68264,7,7,19
68265,7,7,79
68266,7,7,73
68267,7,7,63
68268,7,7,[50 52 53]
68269,7,7,[26 28 29 32 39 40 47 53 54 57 59 60 67 70 72]
68270,7,7,[47 90]
68271,7,7,88
68272,7,7,77
68273,7,7,60
68274,7,7,[62 63 79]
68275,7,7,58
68276,7,7,[52 56 60]
68277,7,6,[31 32 33 36 38 40 43 44 45 46 59 62]
68278,7,7,[59 64]
68279,7,7,[89 90]
68280,7,7,52
68281,7,7,72
68282,7,7,[64 65]
68283,7,7,[83 84 87 88 91]
68284,7,7,[44 52]
68285,7,7,[60 62 66 69 70 77 79 81 82 86]
68286,7,7,82
68287,7,7,[42 47 54]
68288,7,7,54
68289,7,7,82
68290,7,7,45
68291,7,7,89
68292,7,7,78
68293,7,7,[83 84]
68294,7,7,94
68295,7,7,[50 54]
68296,7,8,50
68297,7,8,52
68298,7,7,62
68299,7,7,89
68300,7,7,[67 75]
68301,7,7,60
68302,7,7,82
68303,7,7,81
68304,7,7,81
68305,7,7,65
68306,7,7,67
68307,7,7,71
68308,7,7,75
68309,7,7,55
68310,7,7,50
68311,7,7,[61 68]
68312,7,7,82
68313,7,7,69
68314,7,7,[66 70 77 80]
68315,7,7,73
68316,7,7,87
68317,7,7,66
68318,7,5,[44 69 78 81]
68319,7,7,[56 63]
68320,7,7,70
68321,7,8,[35 48 51]
68322,7,7,89
68323,7,7,[54 56 64]
68324,7,7,71
68325,7,7,48
68326,7,7,[65 70]
68327,7,7,86
68328,7,7,89
68329,7,7,[66 76]
68330,7,7,83
68331,7,5,[38 41 49]
68332,7,7,50
68333,7,7,49
68334,7,7,[70 72 75]
68335,7,7,[51 52 53 56]
68336,7,7,[51 53 54 56]
68337,7,7,[50 56 57 60]
68338,7,7,78
68339,7,7,67
68340,7,7,49
68341,7,7,[73 74]
68342,7,7,84
68343,7,7,73
68344,7,5,35
68345,7,17,22
68346,7,7,[69 70]
68347,7,7,71
68348,7,7,39
68349,7,7,[25 32 37 57 60]
68350,7,7,62
68351,7,7,[83 84]
68352,7,7,88
68353,7,7,[84 88]
68354,7,7,79
68355,7,7,88
68356,7,7,[55 61]
68357,7,7,52
68358,7,7,[67 68 69 74 76]
68359,7,7,73
68360,7,7,[43 48 50 60 63 66 68 70 72 73 77 81 87]
68361,7,7,53
68362,7,7,80
68363,7,7,80
68364,7,7,[57 68 71]
68365,7,5,[47 78]
68366,7,7,58
68367,7,7,70
68368,7,7,[48 52 61]
68369,7,7,71
68370,7,7,62
68371,7,7,85
68372,7,7,81
68373,7,7,[79 85 90]
68374,7,7,61
68375,7,7,82
68376,7,7,[38 46 50 56 61]
68377,7,7,57
68378,7,7,[50 69]
68379,7,8,51
68380,7,7,71
68381,7,7,53
68382,7,7,74
68383,7,7,38
68384,7,7,82
68385,7,7,77
68386,7,7,[87 88]
68387,7,7,[51 56 61]
68388,7,7,62
68389,7,8,50
68390,7,7,89
68391,7,7,72
68392,7,7,[78 80 82]
68393,7,7,93
68394,7,7,[61 63]
68395,7,7,[52 79]
68396,7,7,59
68397,7,7,69
68398,7,7,73
68399,7,7,[58 60 66]
68400,7,7,[77 81]
68401,7,7,[74 75]
68402,7,7,63
68403,7,7,75
68404,7,8,54
68406,7,7,[25 31 32 33 34 46 47 49 52 55 58 60 61 62 65 67 72 73 74 75]
68407,7,7,69
68408,7,7,69
68409,7,7,[58 61]
68410,7,8,[29 33]
68411,7,7,77
68412,7,7,57
68413,7,7,69
68414,7,7,44
68415,7,7,40
68416,7,7,65
68417,7,7,[59 63]
68418,7,7,[71 79]
68419,7,7,80
68420,7,7,85
68422,7,7,[68 82]
68423,7,7,[51 52 57 59 64 67]
68424,7,7,[58 63]
68425,7,5,[33 45]
68426,7,7,[87 88]
68427,7,7,70
68428,7,7,84
68429,7,7,82
68430,7,7,[82 85]
68431,7,7,92
68432,7,7,[66 78 84]
68433,7,7,55
68434,7,7,91
68435,7,7,[86 92]
68436,7,7,87
68437,7,8,[52 53]
68438,7,7,62
68439,7,7,66
68440,7,7,[63 66 67]
68441,7,7,[84 85]
68442,7,7,87
68443,7,7,73
68444,7,7,55
68445,7,7,[37 70 82 86 87]
68446,7,7,78
68447,7,7,76
68448,7,7,65
68449,7,7,[51 52 56 57 58]
68450,7,7,73
68451,7,7,[70 77 82]
68452,7,7,81
68453,7,7,[71 72]
68454,7,7,89
68455,7,6,[31 54]
68456,7,7,62
68457,7,7,89
68458,7,7,[49 65]
68459,7,7,[76 81]
68460,7,7,63
68461,7,7,[42 50]
68462,7,7,66
68463,7,7,49
68464,7,7,48
68465,7,7,82
68466,7,7,87
68467,7,7,89
68468,7,7,71
68469,7,7,60
68470,7,8,48
68471,7,5,56
68472,7,7,57
68473,7,7,73
68474,7,7,85
68475,7,7,79
68476,7,5,[43 59]
68477,7,7,80
68478,7,7,[74 78 79]
68479,7,7,80
68480,7,7,[24 31 35 47 50 51 52 53 58 62 63 69 70 72 75 77 79 80 81 83 84 86 90]
68481,7,7,56
68482,7,7,76
68483,7,7,68
